brand,model,price,fuel,transmission,km,year,location
Audi,A3 30 TFSI Design S tronic 85kW,24200.0,Gasolina,Automático,16863.0,2019,Málaga
Audi,A3 1.0 TFSI S Line Edition 116,28100.0,Gasolina,Manual,6091.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,30500.0,Diésel,Automático,16775.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,35200.0,Diésel,Automático,18500.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,35200.0,Diésel,Automático,7838.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,28300.0,Diésel,Automático,13124.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,28300.0,Diésel,Automático,8077.0,2020,Málaga
Audi,A3 A3 Sedán 2.0TDI Sport Edition S-T 7 150,28300.0,Diésel,Automático,10265.0,2020,Málaga
Audi,A3 A3 Sedán 1.6TDI Sport Edition S tronic 116,25900.0,Diésel,Automático,25590.0,2019,Málaga
Audi,A3 35 TFSI Design S tronic 110kW,24900.0,Gasolina,Automático,29899.0,2019,Málaga
Audi,A3 35 TFSI Design 110kW,23900.0,Gasolina,Manual,19600.0,2019,Málaga
Audi,A3 1.0 TFSI Sport Edition S-T 116,24900.0,Gasolina,Automático,28485.0,2019,Málaga
Audi,A3 1.0 TFSI Sport Edition S-T 116,24900.0,Gasolina,Automático,27975.0,2019,Málaga
Audi,A3 A3 Cabrio 2.0TDI Design Edition S tronic 150,28900.0,Diésel,Automático,30992.0,2018,Málaga
Audi,A3 1.5 TFSI COD EVO Sport ed. 150,29500.0,Gasolina,Manual,28692.0,2019,Málaga
Audi,A1 30 TFSI S Line,25000.0,Gasolina,Manual,4575.0,2020,Málaga
Audi,A1 30 TFSI S Line,26500.0,Gasolina,Manual,3741.0,2020,Málaga
Audi,A1 30 TFSI S Line,26000.0,Gasolina,Manual,2871.0,2020,Málaga
Audi,A1 30 TFSI S Line,22300.0,Gasolina,Manual,16263.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,24296.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,26910.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,21344.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,21375.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,22215.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24400.0,Gasolina,Manual,24229.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24000.0,Gasolina,Manual,15692.0,2019,Málaga
Audi,A1 30 TFSI Black Line,24000.0,Gasolina,Manual,14994.0,2019,Málaga
Audi,A1 30 TFSI Black Line,21400.0,Gasolina,Manual,36323.0,2019,Málaga
Audi,A1 30 TFSI Black Line,21400.0,Gasolina,Manual,26591.0,2019,Málaga
Audi,A1 30 TFSI Black Line,21400.0,Gasolina,Manual,16415.0,2019,Málaga
Audi,A1 30 TFSI Advanced,20800.0,Gasolina,Manual,8409.0,2019,Málaga
Audi,A1 30 TFSI Adrenalin,25300.0,Gasolina,Manual,2382.0,2020,Málaga
Audi,A1 30 TFSI Adrenalin,25300.0,Gasolina,Manual,11854.0,2020,Málaga
Audi,A1 30 TFSI Adrenalin,25300.0,Gasolina,Manual,10341.0,2020,Málaga
Audi,A1 30 TFSI,21500.0,Gasolina,Manual,1.0,2019,Málaga
Land Rover,Discovery 2.0TD4 SE 4x4 Aut. 150 SE,27900.0,Diésel,Automático,81313.0,2017,Madrid
Audi,A1 25 TFSI Adrenalin,25300.0,Gasolina,Manual,2794.0,2020,Málaga
Audi,A1 25 TFSI Adrenalin,24000.0,Gasolina,Manual,1784.0,2020,Málaga
Audi,A1 25 TFSI Adrenalin,24300.0,Gasolina,Manual,1.0,2020,Málaga
Audi,A1 25 TFSI Adrenalin,24300.0,Gasolina,Manual,14464.0,2020,Málaga
Audi,A1 25 TFSI Adrenalin,23300.0,Gasolina,Manual,1000.0,2020,Málaga
Audi,A1 1.0 TFSI Attraction,13900.0,Gasolina,Manual,58877.0,2017,Málaga
Audi,A1 1.0 TFSI Attraction,13900.0,Gasolina,Manual,54363.0,2017,Málaga
Volkswagen,Golf 1.5 TSI Evo BM Business Edition 96kW,19700.0,Gasolina,Manual,12749.0,2020,Córdoba
Audi,A1 1.0 TFSI Attraction,13900.0,Gasolina,Manual,59955.0,2017,Málaga
Audi,A1 1.0 TFSI Attraction,13900.0,Gasolina,Manual,65150.0,2017,Málaga
Audi,A1 1.0 TFSI Attraction,13900.0,Gasolina,Manual,63557.0,2017,Málaga
Audi,A1 30 TFSI,28100.0,Gasolina,Manual,5643.0,2020,Málaga
Audi,A1 30 TFSI,24700.0,Gasolina,Manual,16276.0,2020,Málaga
Mitsubishi,Outlander 200 MPI Motion 2WD 7pl. CVT,20900.0,Gasolina,Automático,98000.0,2016,Córdoba
MINI,Mini Cooper SD Aut.,29500.0,Diésel,Automático,20145.0,2019,Córdoba
MINI,Mini John Cooper Works,24900.0,Gasolina,Manual,42742.0,2016,Córdoba
BMW,X6 xDrive 30dA,43500.0,Diésel,Automático,92101.0,2016,Córdoba
BMW,X5 xDrive 30dA,77400.0,Diésel,Automático,10.0,2020,Córdoba
BMW,X1 sDrive 18d,21500.0,Diésel,Manual,85550.0,2016,Córdoba
BMW,520 Berlina dA,50900.0,Diésel,Automático,10.0,2020,Córdoba
Land Rover,Discovery 2.0TD4 SE 4x4 Aut. 150 SE,28900.0,Diésel,Automático,116960.0,2017,Madrid
Toyota,Yaris 1.5 120H Style,18890.0,Híbrido,Automático,5000.0,2020,Madrid
Toyota,Yaris 1.5 120H Style,18890.0,Híbrido,Automático,4000.0,2020,Madrid
Renault,Megane 1.3 Tce GPF 140cv Zen - 18,16700.0,Gasolina,Manual,41000.0,2019,Asturias
Ford,Fiesta TREND 1.0ECOBOOST,8900.0,Gasolina,Manual,48715.0,2016,Málaga
Fiat,500 Lounge LOUNGE 1.2 8V,9900.0,Gasolina,Manual,30796.0,2019,Málaga
Opel, GS-LINE 1.5D MT6,15900.0,Diésel,Manual,10059.0,2020,Málaga
Opel, GS-LINE 1.2T MT6,15200.0,Gasolina,Manual,14530.0,2020,Málaga
Nissan,Juke G E6D-Temp 83 kW (112 CV) CVT N-CONNECTA,15200.0,Gasolina,Automático,18273.0,2019,Málaga
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,11000.0,2020,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,65512.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Málaga
Fiat,500 Lounge LOUNGE 1.2 8V,9900.0,Gasolina,Manual,27578.0,2019,Málaga
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Málaga
Fiat,500S S 1.2 8v 51KW (69 CV),10500.0,Gasolina,Manual,36098.0,2019,Málaga
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,6363.0,2020,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,58372.0,2018,Málaga
Fiat,500S S 1.2 8v 51KW (69 CV),10500.0,Gasolina,Manual,38136.0,2019,Málaga
Fiat,Panda 1.2 Lounge 51kW (69CV),8500.0,Gasolina,Manual,24960.0,2019,Málaga
Peugeot,508 SW SW Allure 1.6 BlueHDi 88KW (120CV),15900.0,Diésel,Manual,87749.0,2018,Málaga
Hyundai,IONIQ Híbrido PHEV GDI 1.6 44.5KW STYLE WHITE,20500.0,Híbrido,Automático,68451.0,2017,Málaga
Land Rover,Range Rover 2.0D S 4WD Aut. 240 S,63900.0,Diésel,Automático,3450.0,2020,Madrid
Land Rover,Range Rover 2.0D MHEV S AWD Aut. 150 S,46900.0,Diésel,Automático,13000.0,2020,Madrid
Lexus, GS300h Executive. 275€/mes.,23850.0,Híbrido,Automático,82700.0,2016,Madrid
Lexus, GS300h Executive. 275€/mes.,23850.0,Híbrido,Automático,82700.0,2016,Madrid
Lexus, GS300h Executive. 299€/mes.,29850.0,Híbrido,Automático,33900.0,2016,Madrid
Renault,Clio 1.6 E-Tech Híbrido 140cv Zen,20500.0,Híbrido,Automático,13.0,2020,Vizcaya
Toyota,RAV4 2.5l hybrid 2WD Advance Pack Drive,21499.0,Híbrido,Automático,77000.0,2016,Madrid
Nissan,X-Trail 1.6 DCI TEKNA 5P 4X4 *,25390.0,Diésel,Manual,21634.0,2018,Barcelona
Kia,Niro 1.6 HEV DRIVE**,22990.0,Híbrido,Automático,10.0,2020,Barcelona
Nissan,Qashqai 1.6 DCI TEKNA+ 5P,21900.0,Diésel,Manual,30510.0,2018,Barcelona
Seat,Ibiza 1.0 TSI 95 STYLE 5P,11490.0,Gasolina,Manual,59211.0,2018,Barcelona
Seat,Arona 1.0 TSI 115 FR EDITION ECOMOTIVE DCT 5P (LLANTAS 18),20750.0,Gasolina,Automático,5798.0,2020,Barcelona
Seat,Arona 1.0 TSI 115 FR EDITION ECOMOTIVE DCT 5P (LLANTAS 18),20750.0,Gasolina,Automático,5164.0,2020,Barcelona
Seat,Arona 1.0 TSI 115 FR EDITION ECOMOTIVE DCT 5P (LLANTAS 18),20750.0,Gasolina,Automático,3006.0,2020,Barcelona
Renault,Megane Sport Tourer SPORT TOURER 1.3 TCE GT LINE EDC 140 5P,20500.0,Gasolina,Automático,19056.0,2019,Barcelona
Opel, 1.5D DT 100 GS-LINE 5P,16990.0,Diésel,Manual,4852.0,2020,Barcelona
Fiat,Punto 1.3 MULTIJET 90 EASY 5P-,7990.0,Diésel,Manual,78045.0,2017,Barcelona
Nissan,Qashqai 1.3 DIG-T N-CONNECTA 103KW 5P-,21400.0,Gasolina,Manual,22091.0,2019,Barcelona
Nissan,Qashqai 1.3 DIG-T N-CONNECTA 117KW 5P,21400.0,Gasolina,Manual,21657.0,2019,Barcelona
Nissan,Qashqai 1.3 DIG-T N-CONNECTA 140CV 5P,21400.0,Gasolina,Manual,18618.0,2019,Barcelona
Nissan,Qashqai 1.3 DIG-T N-CONNECTA 103KW 5P,21400.0,Gasolina,Manual,17967.0,2019,Barcelona
Nissan,Juke 1.6 83KW N-CONNECTA CVT 5P-,15750.0,Gasolina,Automático,16733.0,2019,Barcelona
Seat, ST 1.5 ECO TSI FR EDITION S&S 150,20500.0,Gasolina,Manual,10802.0,2019,Barcelona
Citroen,C4 Cactus 1.2 PURETECH 110 FEEL 5P,13500.0,Gasolina,Manual,34594.0,2019,Barcelona
Opel,Mokka X 1.4 T 140 COLOR EDITION 2WD S/S 5P-,13850.0,Gasolina,Manual,51354.0,2018,Barcelona
Kia,Niro 1.6 HEV EMOTION,26500.0,Híbrido,Automático,10.0,2020,Barcelona
Seat, 1.5 TSI 130 S/S STYLE VISIO EDITION 5P-,15750.0,Gasolina,Manual,41855.0,2019,Barcelona
Citroen, 1.2 PURETECH 110 SHINE 5P (DEMO),19500.0,Gasolina,Manual,1.0,2020,Barcelona
Peugeot,Rifter 1.5 BLUEHDI 100 ACTIVE STANDARD 5P,19990.0,Diésel,Manual,5033.0,2020,Barcelona
Peugeot,Rifter 1.5 BLUEHDI 100 ACTIVE STANDARD 5P,19990.0,Diésel,Manual,3518.0,2020,Barcelona
Hyundai,Tucson TUCSON CRDI 1.6 116 CV 4X2 SLE,23800.0,Diésel,Manual,7751.0,2020,Valencia
Audi,A5 40 TFSI 190cv S tronic S line,54900.0,Gasolina,Automático,55.0,2020,Madrid
Hyundai,Tucson 1.7CRDi 85kW 115CV BD 25 Aniv. Sky 4x2,17300.0,Diésel,Manual,62709.0,2016,Valencia
Citroen,C3 Aircross 1.2 PURETECH 81KW FEEL 110 5P,15800.0,Gasolina,Manual,2888.0,2020,Asturias
Citroen,C5 Aircross 1.5 BLUEHDI 130 S&S SHINE AUTO 131 5P,26900.0,Diésel,Automático,6112.0,2020,Asturias
Citroen, 1.2 PURETECH 60KW FEEL 82 5P,13200.0,Gasolina,Manual,13498.0,2020,Asturias
Toyota,Auris 1.8 VVT-I HYBRID FEEL! 136 5P,14325.0,Gasolina,Automático,48386.0,2016,Barcelona
Toyota,Auris 1.8 VVT-I HYBRID ACTIVE 136 5P,14375.0,Híbrido,Automático,52751.0,2017,Barcelona
Toyota,Yaris CITY 1.0 VVT-I 69 CV 5P,8900.0,Gasolina,Manual,33007.0,2017,Barcelona
Seat,Ibiza 1.0 59 KW (80 CV) 5 vel Start/Stop Style Limited,13000.0,Gasolina,Manual,10295.0,2019,Murcia
Seat,Arona 1.0 TSI 85 KW (115 CV) DSG 7 VEL START/STOP FR,19300.0,Gasolina,Manual,17486.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,17500.0,Gasolina,Manual,11003.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,17500.0,Gasolina,Manual,9354.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,17500.0,Gasolina,Manual,8624.0,2019,Murcia
Renault,Trafic 1.6 DCI 88KW ENERGY LWB 120 4P 9 Plazas,21900.0,Diésel,Manual,37839.0,2019,Alava
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Almería
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Almería
Opel, 1.5D DT 74kW (100CV) Edition,15990.0,Diésel,Manual,7.0,2020,Almería
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,44987.0,2018,Almería
Fiat, 1.3 16v Easy 95 CV diesel Multijet II 5p,11500.0,Diésel,Manual,45749.0,2018,Almería
Jeep,Compass 2.0 Mjet 103kW Limited 4x4 ATX,26990.0,Diésel,Manual,13100.0,2019,Sevilla
Jeep,Compass 2.0 Mjet 103kW Limited 4x4 ATX,26990.0,Diésel,Manual,11200.0,2019,Sevilla
Fiat, 5P 1.3 Multijet 70kW (95CV) Lounge,14500.0,Diésel,Manual,15000.0,2020,Sevilla
Ford, NUEVO ST-LINE X 2.5 Duratec PHEV 165KW (225CV) Automático CVT,34490.0,Híbrido,Automático,7952.0,2020,Madrid
Ford, NUEVO ST-LINE X 2.5 Duratec PHEV 165KW (225CV) Automático CVT,35490.0,Híbrido,Automático,3963.0,2020,Madrid
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Granada
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Granada
Opel, 1.5D DT 74kW (100CV) Edition,15990.0,Diésel,Manual,7.0,2020,Granada
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Málaga
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Málaga
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,44987.0,2018,Granada
Opel, 1.5D DT 74kW (100CV) Edition,15990.0,Diésel,Manual,7.0,2020,Málaga
Fiat,Panda 1.2 Lounge 69cv,7700.0,Gasolina,Manual,51142.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,49746.0,2018,Málaga
Fiat, 1.3 16v Easy 95 CV diesel Multijet II 5p,11500.0,Diésel,Manual,45749.0,2018,Granada
Opel, 1.5D DT 74kW (100CV) Edition,15990.0,Diésel,Manual,7.0,2020,Málaga
Opel, 1.5D DT 74kW (100CV) Edition,15990.0,Diésel,Manual,7.0,2020,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,44987.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,44987.0,2018,Málaga
Fiat, 1.3 16v Easy 95 CV diesel Multijet II 5p,11500.0,Diésel,Manual,45749.0,2018,Málaga
Fiat, 1.3 16v Easy 95 CV diesel Multijet II 5p,11500.0,Diésel,Manual,45749.0,2018,Málaga
Fiat, 1.3 Easy 70kW (95CV) diesel Mjet. 5p,11500.0,Diésel,Manual,44987.0,2018,Málaga
Fiat, 1.3 16v Easy 95 CV diesel Multijet II 5p,11500.0,Diésel,Manual,45749.0,2018,Málaga
Audi,Q3 2.0 TDI DESIGN EDITION 150 5P,25000.0,Diésel,Manual,40794.0,2018,Murcia
Audi,A3 SEDAN 1.6 TDI DESIGN EDITION 116 4P,18500.0,Diésel,Manual,73210.0,2016,Murcia
Audi,Q3 1.5 35 TFSI S TRONIC BLACK LINE 150 5P,41500.0,Gasolina,Automático,4798.0,2020,Murcia
Mitsubishi,ASX 2.0 200 MPI SPIRIT 150 5P,21600.0,Gasolina,Manual,2.0,2020,Madrid
Mitsubishi,Outlander 2.0 200 MPI MOTION CVT 2WD 5STR 150 5P,24500.0,Gasolina,Automático,11.0,2021,Madrid
Renault,Koleos Koleos Diesel Koleos 2.0dCi Blue Initiale Paris X-Tronic 4x4 140,35500.0,Diésel,Semi-automático,14000.0,2020,Guadalajara
Volkswagen,Passat 1.6 TDI EDITION BMT VARIANT 120 5P,13500.0,Diésel,Manual,136820.0,2016,Murcia
Ford,Puma 1.0 ECOBOOST 92KW ST-LINE 125 5P,20990.0,Gasolina,Manual,12553.0,2020,Sevilla
Ford,Transit 2.0TDCI 125KW 350 L2 AMBIENTE RWD 170 2P,22900.0,Diésel,Manual,55000.0,2018,Sevilla
Mercedes-Benz,A 180 d AMG Line,28500.0,Diésel,Automático,8500.0,2020,Navarra
Mercedes-Benz,Vito 114 CDI Tourer Select Larga,45000.0,Diésel,Automático,,2021,Sevilla
Mercedes-Benz,EQC-400 4MATIC,64900.0,Eléctrico,Automático,7203.0,2019,Sevilla
Mercedes-Benz,A 180 d,32500.0,Diésel,Automático,4566.0,2019,Sevilla
Toyota,Auris Auris 120T Active,11900.0,Gasolina,Manual,76000.0,2017,Cádiz
Ford,Fiesta Fiesta 1.1 PFI GLP ST Line,16500.0,Gasolina,Manual,50.0,2020,Cádiz
Mercedes-Benz,Citan 109 CDI Tourer Select Largo,17590.0,Diésel,Manual,20490.0,2020,Sevilla
Toyota,Yaris 1.5 VVT-I HYBRID STYLE PLUS 116 5P,20100.0,Híbrido,Automático,10.0,2020,Murcia
Mercedes-Benz,B 200 d Progressive (EURO 6d-TEMP),28900.0,Diésel,Automático,8510.0,2019,Madrid
Mercedes-Benz,C 200 d BERLINA,38700.0,Diésel,Manual,3018.0,2020,Córdoba
Kia,XCeed 1.6 PHEV Emotion,29900.0,Híbrido,Automático,1.0,2021,Cádiz
MINI,Mini Cooper S Aut.,33900.0,Gasolina,Automático,6545.0,2020,Málaga
Seat,Ibiza 1.0 MPI 59KW STYLE FULL CONNECT 80 5P,13000.0,Gasolina,Manual,8029.0,2019,Murcia
Seat,Ibiza 1.0 MPI 59KW STYLE FULL CONNECT 80 5P,13000.0,Gasolina,Manual,11599.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,17500.0,Gasolina,Manual,9729.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,16500.0,Gasolina,Manual,12436.0,2019,Murcia
Seat, 1.5 ECOTSI 96 KW (130 CV) START/STOP STYLE VISIO EDITION,16500.0,Gasolina,Manual,12079.0,2019,Murcia
Seat,Ateca SEAT ATECA,18900.0,Gasolina,Manual,68911.0,2017,Murcia
Audi,A6 AUDI A6,22900.0,Diésel,Automático,225356.0,2017,Murcia
Mercedes-Benz,C 200 D AMG LINE,34900.0,Diésel,Automático,8732.0,2019,Murcia
Mercedes-Benz,C 200 D AMG LINE,34900.0,Diésel,Automático,8996.0,2019,Murcia
Mercedes-Benz,GLC 220 D 4MATIC AMG LINE,39900.0,Diésel,Automático,40135.0,2019,Murcia
Mercedes-Benz,GLC 220 D4 MATIC AMG LINE,32900.0,Diésel,Automático,105638.0,2016,Murcia
Mercedes-Benz,GLC 220 D 4 MATIC AMG LINE,35500.0,Diésel,Automático,50000.0,2016,Murcia
Mercedes-Benz,E 220 D AMG LINE,36800.0,Diésel,Automático,69500.0,2016,Murcia
Mercedes-Benz,CLA 200 D URBAN,23500.0,Diésel,Automático,123000.0,2017,Murcia
Renault,Captur 1.6 E-TECH 117KW ZEN PLUG IN 160 5P,29750.0,Híbrido,Automático,5.0,2020,Baleares
Renault,Captur 1.6 E-TECH 117KW ZEN PLUG IN 160 5P,29850.0,Híbrido,Automático,12.0,2020,Baleares
Renault,Captur 1.6 E-TECH 117KW ZEN PLUG IN 160 5P,29900.0,Híbrido,Automático,8.0,2020,Baleares
Mercedes-Benz,GLA 200 D URBAN,18500.0,Diésel,Automático,194000.0,2016,Murcia
Renault,Captur 1.0 TCE 74KW ZEN 100 5P,21300.0,Gasolina,Manual,12.0,2020,Baleares
Renault,Captur 1.0 TCE 74KW ZEN 100 5P,21250.0,Gasolina,Manual,8.0,2020,Baleares
Renault,Captur 1.0 TCE 74KW ZEN 100 5P,21490.0,Gasolina,Manual,9.0,2020,Baleares
Renault,Captur 1.0 TCE 74KW ZEN 100 5P,21250.0,Gasolina,Manual,5.0,2020,Baleares
Renault,Captur 1.0 TCE 74KW ZEN 100 5P,21300.0,Gasolina,Manual,11.0,2020,Baleares
Renault,Kadjar 1.3 TCE ZEN 103KW 5P,23490.0,Gasolina,Manual,4355.0,2020,Madrid
Renault,Captur 1.5 DCI 85KW ZEN BLUE EDC 5P,22490.0,Diésel,Automático,2026.0,2020,Madrid
Renault,Koleos 2.0 DCI INITIALE PARIS X-TRONIC 4X4 130KW 5P,33990.0,Diésel,Automático,18543.0,2019,Madrid
Renault,Clio 1.0 TCE 74KW INTENS 5P,16490.0,Gasolina,Manual,7106.0,2020,Madrid
Renault,Grand Scenic GRAND SCéNIC 1.3 TCE ZEN 103KW 5P,21490.0,Gasolina,Manual,21004.0,2019,Madrid
Renault,Captur 1.5 DCI BLUE 85KW INTENS 5P,18990.0,Diésel,Manual,5178.0,2020,Madrid
Mercedes-Benz,Citan 108 CDI Furgón Largo,10500.0,Diésel,Manual,108000.0,2017,Barcelona
Renault,Kadjar 1.3 TCE GPF ZEN EDC 103KW 5P,22900.0,Gasolina,Manual,17848.0,2019,Madrid
Renault,Grand Scenic GRAND SCéNIC DCI ZEN BLUE EDC 110KW 5P,24890.0,Diésel,Manual,12880.0,2019,Madrid
Renault,Megane MéGANE 1.5DCI ENERGY ZEN 81KW 5P,15990.0,Diésel,Manual,35528.0,2017,Madrid
Audi,A3 S line 35 TFSI 110kW 150CV Sportback,24990.0,Gasolina,Manual,45938.0,2018,Pontevedra
Seat,Ibiza 1.0 EcoTSI 85kW 115CV FR,16990.0,Gasolina,Manual,25583.0,2018,La Coruña
Seat,Ibiza 1.0 55kW (75CV) Style,10490.0,Gasolina,Manual,31481.0,2018,Barcelona
MINI,Mini Cooper S Aut.,33900.0,Gasolina,Automático,6545.0,2020,Almería
Mercedes-Benz,A 180 d Progressive,26395.0,Diésel,Automático,25549.0,2019,Madrid
Mercedes-Benz,A 180 d Progressive,26495.0,Diésel,Automático,21206.0,2019,Madrid
Mercedes-Benz,GLE 350 d 4Matic AMG Line,46594.0,Diésel,Automático,86751.0,2016,Madrid
Mercedes-Benz,A 200 CDI / d AMG Line,21495.0,Diésel,Automático,60983.0,2016,Madrid
Mercedes-Benz,GLA 220 CDI CDI / d 4Matic,24095.0,Diésel,Automático,97985.0,2016,Madrid
Mercedes-Benz,C 220 BlueTEC / d AMG Line,28395.0,Diésel,Automático,53697.0,2018,Madrid
Mercedes-Benz,A 200 CDI / d,21795.0,Diésel,Automático,60698.0,2017,Madrid
Mercedes-Benz,A 180 d Progressive,26795.0,Diésel,Automático,27535.0,2019,Madrid
Mercedes-Benz,A 180 d AMG Line,27195.0,Diésel,Automático,8523.0,2019,Madrid
Mercedes-Benz,B 200 CDI / d,22495.0,Diésel,Automático,23408.0,2019,Madrid
Mercedes-Benz,B 200 CDI / d AMG Line,22895.0,Diésel,Automático,41246.0,2018,Madrid
Mercedes-Benz,A 180 d Progressive,27095.0,Diésel,Automático,21569.0,2019,Madrid
Mercedes-Benz,GLS 350 d 4Matic,67995.0,Diésel,Automático,50523.0,2018,Madrid
Mercedes-Benz,B 200 d Progressive (EURO 6d-TEMP),26995.0,Diésel,Automático,10547.0,2019,Madrid
Mercedes-Benz,B 200 d Progressive (EURO 6d-TEMP),26695.0,Diésel,Automático,20897.0,2019,Madrid
Mercedes-Benz,C 220 BlueTEC / d AMG Line,27995.0,Diésel,Automático,46803.0,2018,Madrid
Mercedes-Benz,C 220 BlueTEC / d AMG Line,24995.0,Diésel,Automático,79174.0,2016,Madrid
Mercedes-Benz,C 220 BlueTEC / d AMG Line,28395.0,Diésel,Automático,43154.0,2018,Madrid
Mercedes-Benz,GLC 220 d 4Matic AMG Line,42195.0,Diésel,Automático,30818.0,2019,Madrid
Mercedes-Benz,A 180 d Progressive,26495.0,Diésel,Automático,13364.0,2019,Madrid
Mercedes-Benz,A 180 d Progressive,26795.0,Diésel,Automático,23840.0,2019,Madrid
Mercedes-Benz,GLC 250 4MATIC,33595.0,Gasolina,Automático,57927.0,2016,Madrid
Mercedes-Benz,B 200 CDI / d,22295.0,Diésel,Automático,36373.0,2018,Madrid
Mercedes-Benz,GLC 350 e 4Matic Exclusive,35695.0,Gasolina,Automático,58364.0,2016,Madrid
Mercedes-Benz,E 220 d AMG Line,33295.0,Diésel,Automático,19498.0,2017,Madrid
Mercedes-Benz,C 220 d AMG Line (EURO 6d-TEMP),26695.0,Diésel,Automático,53725.0,2017,Madrid
Mercedes-Benz,A 180 AMG Line (EURO 6d-TEMP),26195.0,Diésel,Automático,32549.0,2018,Madrid
Mercedes-Benz,C 220 BlueTEC / d Avantgarde,27295.0,Diésel,Automático,50872.0,2017,Madrid
Mercedes-Benz,GLE 350 d 4M SUV[0-809],71195.0,Diésel,Automático,14307.0,2019,Madrid
Mercedes-Benz,GLC 250 d 4M SUV[0-809],43595.0,Diésel,Manual,6202.0,2019,Madrid
Mercedes-Benz,E 220 d COUPÉ[0-809 0-059],51495.0,Diésel,Automático,20653.0,2019,Madrid
Mercedes-Benz,GLA 200 SUV[0-808 0-058],29895.0,Gasolina,Automático,31604.0,2019,Madrid
Mercedes-Benz,Vito 114CDI AT 100kW Tourer Select Larga,35900.0,Diésel,Manual,5000.0,2020,La Rioja
Mercedes-Benz,Vito 110CDI TD 75kW furgón Pro larga,23900.0,Diésel,Manual,15000.0,2020,La Rioja
Mercedes-Benz,Sprinter 314 CDI MEDIO 3.5T TD,29900.0,Diésel,Manual,12000.0,2020,La Rioja
Mercedes-Benz, 0 d Clase V Largo,40600.0,Diésel,Automático,40920.0,2019,La Rioja
Mercedes-Benz,B 200 d AMG Line (EURO 6d-TEMP),29900.0,Diésel,Automático,4482.0,2020,La Rioja
Mercedes-Benz,B 200 d,37900.0,Diésel,Automático,4.0,2021,La Rioja
Volvo,XC90 XC90 T5 AWD Inscription 7 asientos,67900.0,Gasolina,Automático,100.0,2020,Granada
