brand,model,price,fuel,transmission,km,year,location
Seat,Ibiza 1.0 EcoTSI S&S Reference Plus 95,13900.0,Gasolina,Manual,7378.0,2019,Málaga
Seat,Ibiza 1.0 EcoTSI S&S Reference Plus 95,13700.0,Gasolina,Manual,10805.0,2019,Málaga
Seat,Ibiza 1.0 EcoTSI S&S Reference Plus 95,13700.0,Gasolina,Manual,18270.0,2019,Málaga
Seat,Arona Arona 1.6TDI CR S&S Xcellence DSG 95,20900.0,Diésel,Automático,5572.0,2019,Málaga
Seat,Arona Arona 1.6TDI CR S&S Style 95,19300.0,Diésel,Manual,4800.0,2020,Málaga
Seat,Arona Arona 1.6TDI CR S&S Style 95,18900.0,Diésel,Manual,5923.0,2019,Málaga
Seat,Arona 1.0 TSI Ecomotive S&S Style 95,18300.0,Gasolina,Manual,1291.0,2020,Málaga
Seat,Arona 1.0 TSI Ecomotive S&S FR DSG-7 115,20300.0,Gasolina,Automático,18655.0,2020,Málaga
Seat,Arona 1.0 TSI Ecomotive S&S FR DSG-7 115,20300.0,Gasolina,Automático,17900.0,2020,Málaga
Seat,Alhambra Alhambra 2.0TDI CR S&S Style DSG 150,21300.0,Diésel,Automático,77710.0,2016,Málaga
Porsche,Taycan 4S,133350.0,Eléctrico,Automático,11.0,2020,Málaga
Porsche,Panamera 4S Aut.,138000.0,Gasolina,Automático,21500.0,2018,Málaga
Porsche,Panamera 4 Sport Turismo,114900.0,Gasolina,Automático,12405.0,2019,Málaga
Porsche,Panamera 4 E-Hybrid,99900.0,Híbrido,Automático,21000.0,2019,Málaga
Porsche,Panamera 4 E-Hybrid,150900.0,Híbrido,Automático,3500.0,2020,Málaga
Porsche,Panamera 4 E-Hybrid,96000.0,Híbrido,Automático,66200.0,2018,Málaga
Porsche,Panamera 4 E-Hybrid,94900.0,Híbrido,Automático,30000.0,2018,Málaga
Porsche,Panamera 4 E-Hybrid,122300.0,Híbrido,Automático,18000.0,2019,Málaga
Porsche,Panamera 4 E-Hybrid,106900.0,Híbrido,Automático,51147.0,2018,Málaga
Porsche,Panamera 4 E-Hybrid,114900.0,Híbrido,Automático,16265.0,2019,Málaga
Porsche,Macan Aut.,62900.0,Gasolina,Automático,40918.0,2018,Málaga
Porsche,Cayenne Turbo Aut.,149900.0,Gasolina,Automático,18617.0,2019,Málaga
Porsche,Cayenne S Aut.,94900.0,Gasolina,Automático,19600.0,2018,Málaga
Porsche,Cayenne S Aut.,91900.0,Gasolina,Automático,19000.0,2018,Málaga
Porsche,Cayenne S Aut.,119900.0,Gasolina,Automático,17545.0,2018,Málaga
Porsche,Cayenne Aut.,87900.0,Gasolina,Automático,47553.0,2018,Málaga
Porsche,911 Targa 4 GTS,158000.0,Gasolina,Manual,10141.0,2019,Málaga
Porsche,911 Carrera 4S Cabriolet PDK,162000.0,Gasolina,Automático,17778.0,2019,Málaga
Nissan,X-Trail X-Trail 1.6 dCi N-Connecta 4x2,22500.0,Diésel,Manual,39816.0,2018,Málaga
Nissan,X-Trail 1.3 DIG-T Acenta 4x2 DCT,23900.0,Gasolina,Automático,5560.0,2020,Málaga
Nissan,Qashqai Qashqai 1.6dCi Tekna 4x2 XTronic,20900.0,Diésel,Automático,40375.0,2017,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,22100.0,Diésel,Manual,12253.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,22100.0,Diésel,Manual,22371.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,22100.0,Diésel,Manual,20669.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2 85kW,22100.0,Diésel,Manual,17271.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2 85kW,22100.0,Diésel,Manual,22740.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2 85kW,22100.0,Diésel,Manual,25016.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,22100.0,Diésel,Manual,18448.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,22100.0,Diésel,Manual,28623.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2 85kW,22100.0,Diésel,Manual,23262.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,21700.0,Diésel,Manual,16213.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 N-Connecta 4x2,21700.0,Diésel,Manual,20540.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 Acenta 4x2,21700.0,Diésel,Manual,12673.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi 115 Acenta 4x2,21100.0,Diésel,Manual,22756.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T 117kW Acenta 4x2,20900.0,Gasolina,Manual,17496.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T Acenta 4x2 117kW,21200.0,Gasolina,Manual,16001.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,22300.0,Gasolina,Manual,14379.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T 103kW N-Connecta 4x2,23400.0,Gasolina,Manual,18423.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T 103kW N-Connecta 4x2,22300.0,Gasolina,Manual,13584.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,22300.0,Gasolina,Manual,8065.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T 103kW Acenta 4x2,19300.0,Gasolina,Manual,14540.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T Acenta 4x2 103kW,20700.0,Gasolina,Manual,8224.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T Acenta 4x2 103kW,20900.0,Gasolina,Manual,8160.0,2019,Málaga
Nissan,NV300 1.6dCi L1H1 1.2T Comfort 120,21400.0,Diésel,Manual,40885.0,2019,Málaga
Nissan,NV250 NV250 Furgón 1.5dCi Profesional L1H1 2pl. 59kW,13800.0,Diésel,Manual,5316.0,2020,Málaga
Nissan,NV250 NV250 Furgón 1.5dCi Óptima L1H1 3pl. 85kW,16200.0,Diésel,Manual,12905.0,2020,Málaga
Nissan,NV250 NV250 Furgón 1.5dCi Óptima L1H1 3pl. 85kW,16200.0,Diésel,Manual,4971.0,2020,Málaga
Nissan,NV250 NV250 Furgón 1.5dCi Comfort L1H1 2pl. 70kW,16700.0,Diésel,Manual,17793.0,2019,Málaga
Nissan,NV200 e-NV200 Furgón Profesional 4p.,27900.0,Eléctrico,Automático,2532.0,2019,Málaga
Nissan,NV200 e-NV200 Furgón Comfort 4p.,14900.0,Eléctrico,Automático,29900.0,2016,Málaga
Nissan,Micra IG-T Acenta 100,15200.0,Gasolina,Manual,1616.0,2020,Málaga
Nissan,Micra IG-T Acenta 100,13200.0,Gasolina,Manual,8425.0,2020,Málaga
Nissan,Micra IG-T Acenta 100,13900.0,Gasolina,Manual,4958.0,2020,Málaga
Nissan,Micra IG-T Acenta 100,13200.0,Gasolina,Manual,9078.0,2019,Málaga
Nissan,Micra IG-T Acenta 100,13400.0,Gasolina,Manual,8096.0,2019,Málaga
Nissan,Micra IG-T Acenta 100,13300.0,Gasolina,Manual,11673.0,2019,Málaga
Nissan,Micra IG-T Acenta 100,13600.0,Gasolina,Manual,18140.0,2019,Málaga
Nissan,Micra IG-T Acenta 100,13400.0,Gasolina,Manual,12933.0,2019,Málaga
Nissan,LEAF Acenta,11500.0,Eléctrico,Automático,30985.0,2015,Málaga
Nissan,LEAF 40 kWh Tekna,27900.0,Eléctrico,Automático,5511.0,2019,Málaga
Nissan,LEAF 40 kWh Tekna,28900.0,Eléctrico,Automático,4242.0,2019,Málaga
Nissan,LEAF 40 kWh Tekna,28900.0,Eléctrico,Automático,5700.0,2019,Málaga
Nissan,Juke 1.6 Acenta 4x2 112,14200.0,Gasolina,Manual,19559.0,2019,Málaga
Nissan,Juke 1.6 Acenta 4x2 112,14200.0,Gasolina,Manual,9794.0,2019,Málaga
Nissan,Juke 1.6 Acenta 4x2 112,14300.0,Gasolina,Manual,15469.0,2019,Málaga
Nissan,Juke 1.0 DIG-T Acenta 4x2 DCT 7 117,20900.0,Gasolina,Automático,2384.0,2020,Málaga
Mitsubishi,Space Star 120 MPI Motion,13200.0,Gasolina,Manual,2500.0,2020,Málaga
Mitsubishi,Space Star 120 MPI Motion,13200.0,Gasolina,Manual,102.0,2020,Málaga
Mitsubishi,Outlander PHEV Motion 4WD,33700.0,Híbrido,Automático,4575.0,2020,Málaga
Mitsubishi,Outlander 200 MPI Motion 2WD 7pl. CVT,20900.0,Gasolina,Automático,98000.0,2016,Málaga
Mitsubishi,Eclipse Cross 150 T Motion 2WD,25500.0,Gasolina,Manual,1.0,2020,Málaga
Mitsubishi,Eclipse Cross 150 T Motion 2WD,25500.0,Gasolina,Manual,1.0,2020,Málaga
Mitsubishi,Eclipse Cross 150 T Motion 2WD,25500.0,Gasolina,Manual,1.0,2020,Málaga
Mitsubishi,ASX 200 MPI Spirit,22800.0,Gasolina,Manual,2400.0,2020,Málaga
MINI,Mini Cooper SD Aut.,29500.0,Diésel,Automático,20145.0,2019,Málaga
MINI,Mini John Cooper Works,24900.0,Gasolina,Manual,42742.0,2016,Málaga
BMW,X6 xDrive 30dA,43500.0,Diésel,Automático,92101.0,2016,Málaga
BMW,X5 xDrive 30dA,77400.0,Diésel,Automático,10.0,2020,Málaga
BMW,X1 sDrive 18d,21500.0,Diésel,Manual,85550.0,2016,Málaga
BMW,520 Berlina dA,50900.0,Diésel,Automático,10.0,2020,Málaga
Audi,Q8 50 TDI quattro tiptronic,93800.0,Diésel,Automático,43.0,2020,Málaga
Audi,Q7 50 TDI Sport quattro tiptronic,75000.0,Diésel,Automático,8888.0,2019,Málaga
Audi,Q7 50 TDI Black line edition quattro,86700.0,Diésel,Automático,1327.0,2020,Málaga
Audi,Q5 35 TDI Design quattro-ultra S tronic 120kW,43500.0,Diésel,Automático,20629.0,2019,Málaga
Audi,Q5 2.0TDI S line quattro-ultra S tronic 190,39900.0,Diésel,Automático,35020.0,2018,Málaga
Audi,Q5 2.0TDI S line quattro-ultra S tronic 190,49900.0,Diésel,Automático,22116.0,2019,Málaga
Audi,Q5 2.0TDI S line quattro-ultra S tronic 163,53600.0,Diésel,Automático,6008.0,2020,Málaga
Audi,Q5 2.0TDI Design quattro-ultra S tronic 190,38500.0,Diésel,Automático,72662.0,2017,Málaga
Audi,Q5 2.0TDI Design quattro-ultra S tronic 163,42000.0,Diésel,Automático,41734.0,2019,Málaga
Audi,Q5 2.0TDI Black line quattro-ultra S tronic 140kW,54900.0,Diésel,Automático,1.0,2020,Málaga
Audi,Q5 2.0TDI Black line quattro-ultra S tronic 140kW,54700.0,Diésel,Automático,6838.0,2020,Málaga
Audi,Q5 2.0TDI Black line quattro-ultra S tronic 140kW,58100.0,Diésel,Automático,7654.0,2020,Málaga
Audi,Q5 2.0TDI Black line quattro-ultra S tronic 140kW,53600.0,Diésel,Automático,1264.0,2020,Málaga
Audi,Q5 2.0TDI Black line quattro-ultra S tronic 120kW,46800.0,Diésel,Automático,18032.0,2019,Málaga
Audi,Q3 Sportback 35 TFSI S line,42800.0,Gasolina,Manual,1718.0,2020,Málaga
Audi,Q3 Sportback 35 TFSI S line,41800.0,Gasolina,Manual,4361.0,2020,Málaga
Audi,Q3 Sportback 35 TFSI S line,42300.0,Gasolina,Manual,3642.0,2020,Málaga
Audi,Q3 Sportback 35 TDI Advanced,43900.0,Diésel,Automático,5004.0,2020,Málaga
Audi,Q3 Sportback 35 TDI Advanced,43900.0,Diésel,Automático,8091.0,2020,Málaga
Audi,Q3 35 TFSI S line S tronic,44900.0,Gasolina,Automático,6557.0,2020,Málaga
Audi,Q3 35 TFSI S line S tronic,33900.0,Gasolina,Automático,15994.0,2019,Málaga
Audi,Q3 35 TFSI S line S tronic,33900.0,Gasolina,Automático,14464.0,2019,Málaga
Audi,Q3 35 TFSI S line S tronic,33900.0,Gasolina,Automático,17067.0,2019,Málaga
Audi,Q3 35 TFSI S line S tronic,33900.0,Gasolina,Automático,20700.0,2019,Málaga
Audi,Q3 35 TFSI Advanced S tronic,41300.0,Gasolina,Automático,7229.0,2020,Málaga
Audi,Q3 35 TFSI Advanced S tronic,44000.0,Gasolina,Automático,8833.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,38800.0,Gasolina,Manual,6000.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,36000.0,Gasolina,Manual,8643.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,34500.0,Gasolina,Manual,12799.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,33900.0,Gasolina,Manual,9035.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,33500.0,Gasolina,Manual,11512.0,2020,Málaga
Audi,Q3 35 TFSI Advanced,33500.0,Gasolina,Manual,13945.0,2019,Málaga
Audi,Q3 35 TDI Advanced quattro 110kW,34900.0,Diésel,Manual,17692.0,2019,Málaga
Audi,Q3 2.0TDI Design edition quattro S tronic 150,27000.0,Diésel,Automático,113783.0,2017,Málaga
Audi,Q3 1.4 TFSI 125,24900.0,Gasolina,Manual,45159.0,2018,Málaga
Audi,Q2 35 TFSI Black line edition 110kW,27500.0,Gasolina,Manual,13747.0,2019,Málaga
Audi,Q2 30 TDI Black line edition S tronic 85kW,30600.0,Diésel,Automático,9340.0,2019,Málaga
Audi,Q2 30 TDI Black line edition S tronic 85kW,32100.0,Diésel,Automático,8400.0,2020,Málaga
Audi,Q2 2.0TDI Sport edition Q. S tronic 190,25900.0,Diésel,Automático,54957.0,2017,Málaga
Audi,Q2 2.0TDI Design edition quattro S-T 150,27900.0,Diésel,Automático,56580.0,2017,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,21359.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,20839.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,18831.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,18482.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,22952.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,20957.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,23671.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,17353.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition S tronic 116,30500.0,Diésel,Automático,19938.0,2019,Málaga
Audi,Q2 1.6TDI Sport edition 116,32100.0,Diésel,Manual,4500.0,2020,Málaga
Audi,Q2 1.6TDI Design edition 116,30100.0,Diésel,Manual,2341.0,2020,Málaga
Audi,Q2 1.0 TFSI Design edition S tronic 116,25900.0,Gasolina,Automático,20369.0,2018,Málaga
Audi,e-tron 55 quattro Edition One,75000.0,Eléctrico,Automático,7507.0,2019,Málaga
Audi,A6 A6 Avant 45 TDI Sport quattro Tiptronic,76300.0,Diésel,Automático,1892.0,2020,Málaga
Audi,A6 A6 40 TDI S Tronic Design,49500.0,Diésel,Automático,15000.0,2020,Málaga
Audi,A5 A5 Sportback 40 TDI S line S tronic,55600.0,Diésel,Automático,3479.0,2020,Málaga
Audi,A5 A5 Sportback 2.0TDI Sport 190,32900.0,Diésel,Manual,70720.0,2017,Málaga
Audi,A5 A5 Sportback 2.0TDI Advanced ed. Mult. 190,33000.0,Diésel,Automático,58032.0,2017,Málaga
Audi,A5 A5 Sportback 2.0TDI 150,28000.0,Diésel,Manual,90998.0,2017,Málaga
Skoda, 1.6 TDI CR Like 85 kW (116 CV),11690.0,Diésel,Manual,73614.0,2017,Sevilla
Audi,A5 A5 Coupé 3.0TDI S Line quattro S tronic 218,37100.0,Diésel,Automático,20306.0,2017,Málaga
Audi,A3 ALL-IN edition 30 TDI 85 kW (116 CV),26800.0,Diésel,Manual,1253.0,2020,Sevilla
Audi,A5 40 TFSI S line S tronic,54100.0,Gasolina,Automático,8106.0,2020,Málaga
Audi,A5 A5 Cabrio 2.0TDI S Line S tronic,44900.0,Diésel,Automático,28292.0,2019,Málaga
Audi,A5 2.0 TFSI S Line quattro S tronic 252,39900.0,Gasolina,Automático,58445.0,2017,Málaga
Audi,A5 2.0 TFSI S Line 190,38300.0,Gasolina,Manual,26696.0,2018,Málaga
Audi,A4 A4 Avant 35 TDI S line S tronic 120kW,40300.0,Diésel,Automático,6147.0,2020,Málaga
Audi,A4 A4 Avant 35 TDI Advanced S tronic 120kW,37500.0,Diésel,Automático,27800.0,2019,Málaga
Audi,A4 A4 Avant 2.0TDI Sport edition S tronic 150,32900.0,Diésel,Automático,19220.0,2019,Málaga
Audi,A4 A4 Avant 2.0TDI Sport edition S tronic 150,32900.0,Diésel,Automático,27550.0,2019,Málaga
Audi,A4 40 TFSI S line S tronic 140kW,36900.0,Gasolina,Automático,26158.0,2019,Málaga
Audi,A4 35 TFSI S line 110kW,29600.0,Gasolina,Manual,28123.0,2019,Málaga
Audi,A4 35 TFSI Advanced S tronic 110kW,36800.0,Gasolina,Automático,19292.0,2020,Málaga
Audi,A4 35 TFSI Advanced S tronic 110kW,38000.0,Gasolina,Automático,25915.0,2020,Málaga
Audi,A4 35 TFSI Advanced S tronic 110kW,35700.0,Gasolina,Automático,24666.0,2019,Málaga
Audi,A4 A4 Avant 2.0TDI Sport edition S tronic 150,32900.0,Diésel,Automático,18481.0,2019,Málaga
Audi,A4 A4 Avant 2.0TDI Sport edition S tronic 150,32900.0,Diésel,Automático,25521.0,2019,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,37600.0,Diésel,Automático,8347.0,2019,Málaga
Volkswagen,Caravelle Origin Batalla Corta 2.0 TDI BMT 110 kW (150 CV) DSG,37700.0,Diésel,Automático,50.0,2020,Burgos
Skoda,Kamiq 1.0 TSI Ambition 85 kW (115 CV),18500.0,Gasolina,Manual,8243.0,2020,Burgos
Volkswagen,Crafter Batalla Media TA 2.0 TDI 103 kW (140 CV) 3.500,24500.0,Diésel,Manual,87000.0,2019,Burgos
Volkswagen,Crafter Batalla Media TN 2.0 TDI 103 kW (140 CV) 3.000,25500.0,Diésel,Manual,62000.0,2019,Burgos
Audi,A4 A4 35 TDI S line S tronic 120kW,37600.0,Diésel,Automático,16153.0,2019,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,42300.0,Diésel,Automático,1865.0,2020,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,42300.0,Diésel,Automático,9626.0,2020,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,44400.0,Diésel,Automático,5663.0,2020,Málaga
Kia,XCeed 1.6 GDi PHEV eMotion 104 kW (141 CV),32399.0,Híbrido,Automático,10.0,2020,Toledo
Kia,Ceed 1.0 T-GDi Eco-Dynamics Concept 88 kW (120 CV),17799.0,Gasolina,Manual,10.0,2020,Toledo
Audi,A4 A4 35 TDI S line S tronic 120kW,39500.0,Diésel,Automático,22223.0,2020,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,40600.0,Diésel,Automático,7500.0,2020,Málaga
Audi,A4 A4 35 TDI S line S tronic 120kW,45400.0,Diésel,Automático,90128.0,2020,Málaga
Mercedes-Benz,GLC 220 d AMG Line 4Matic 125 kW (170 CV),32800.0,Diésel,Automático,60545.0,2016,Barcelona
Audi,A4 A4 35 TDI S line S tronic 120kW,38300.0,Diésel,Automático,9463.0,2020,Málaga
Mercedes-Benz,A 200 d 100 kW (136 CV),20300.0,Diésel,Automático,86367.0,2017,Barcelona
Audi,A4 A4 35 TDI S line S tronic 120kW,38000.0,Diésel,Automático,9662.0,2020,Málaga
BMW,730 Berlina d 195 kW (265 CV),36900.0,Diésel,Automático,160606.0,2016,Toledo
Audi,A4 A4 35 TDI S line S tronic 120kW,39000.0,Diésel,Automático,31923.0,2020,Málaga
Volkswagen,Golf Sport 1.4 TSI ACT Tech BMT 110 kW (150 CV),20900.0,Gasolina,Manual,45395.0,2017,Asturias
Audi,A4 A4 30 TDI Advanced S tronic 100kW,32700.0,Diésel,Automático,5320.0,2020,Málaga
Skoda,Kodiaq 2.0 TDI 125 Aniversario 4x2 DSG 110 kW (150 CV),33500.0,Diésel,Automático,3000.0,2020,Almería
Renault,Megane Business Energy dCi 81 kW (110 CV),14990.0,Diésel,Manual,59969.0,2018,Tarragona
Ford,Fiesta 1.1 Ti-VCT Trend 63 kW (85 CV),10690.0,Gasolina,Manual,57828.0,2018,Tarragona
Peugeot, 1.2L PureTech Style 60 kW (82 CV),8900.0,Gasolina,Manual,66500.0,2016,Madrid
Hyundai,Tucson 1.6 GDI SLE 4x2 97 kW (132 CV),18900.0,Gasolina,Manual,9400.0,2019,Madrid
Audi,A4 40 TFSI S line S tronic140kW,34000.0,Gasolina,Automático,12445.0,2019,Málaga
Audi,A3 S line 40 e-tron 150 kW (204 CV) S tronic,31100.0,Híbrido,Automático,16762.0,2020,Barcelona
Audi,A4 40 TFSI S line S tronic140kW,33500.0,Gasolina,Automático,23961.0,2019,Málaga
Audi,A1 S line 30 TFSI 85 kW (116 CV),23400.0,Gasolina,Manual,4702.0,2020,Barcelona
Audi,A4 35 TFSI Advanced S tronic 110kW,39000.0,Gasolina,Automático,14381.0,2020,Málaga
Audi,A1 S line 30 TFSI 85 kW (116 CV),22900.0,Gasolina,Manual,7852.0,2020,Barcelona
Audi,A4 35 TFSI Advanced S tronic 110kW,36200.0,Gasolina,Automático,20408.0,2020,Málaga
Audi,A4 35 TFSI Advanced S tronic 110kW,34200.0,Gasolina,Automático,20927.0,2019,Málaga
Volkswagen,Golf Edition 1.0 TSI 81 kW (110 CV),14200.0,Gasolina,Manual,45845.0,2017,Madrid
Audi,A4 2.0 TFSI Design edition S tronic 190,31000.0,Gasolina,Automático,35325.0,2018,Málaga
Audi,A3 A3 Sportback 40 e-tron S line S tronic,31500.0,Híbrido,Automático,16194.0,2020,Málaga
Audi,A3 S line 35 TDI 110 kW (150 CV) S tronic,27500.0,Diésel,Automático,34999.0,2019,Madrid
Audi,A3 A3 Sportback 40 e-tron S line S tronic,29600.0,Híbrido,Automático,8060.0,2020,Málaga
Renault,Megane Zen Tce 103 kW (140 CV) GPF,16700.0,Gasolina,Manual,11403.0,2019,Barcelona
Audi,A3 A3 Sportback 40 e-tron S line S tronic,31500.0,Híbrido,Automático,9265.0,2020,Málaga
Volkswagen,Multivan Outdoor Batalla Corta 2.0 TDI BMT 110 kW (150 CV) DSG,46987.0,Diésel,Automático,50.0,2020,Valencia
Volkswagen,Tiguan Advance 2.0 TDI 110 kW (150 CV) DSG,28977.0,Diésel,Automático,9219.0,2019,Valencia
Audi,A3 A3 Sportback 1.4 TFSI e-tron Sport ed. S tronic,31500.0,Híbrido,Automático,14712.0,2020,Málaga
Audi,A3 RS3 Sportback 2.5 TFSI quattro S tronic 400,54900.0,Gasolina,Automático,59005.0,2018,Málaga
Audi,A3 A3 Sportback 35TDI S line S tronic,39600.0,Diésel,Automático,2715.0,2020,Málaga
Audi,A3 A3 Sportback 35TDI Genuine S tronic,35800.0,Diésel,Automático,14000.0,2020,Málaga
Audi,A3 A3 Sportback 35TDI Genuine S tronic,31800.0,Diésel,Automático,11372.0,2020,Málaga
Hyundai,i20 1.0 TGDI Drive & Skate 74 kW (100 CV),14500.0,Gasolina,Manual,1.0,2020,Barcelona
Hyundai,i20 1.0 TGDI Drive & Skate 74 kW (100 CV),14500.0,Gasolina,Manual,1.0,2020,Barcelona
Audi,A3 A3 Sportback 35 TDI Black line S tronic 110kW,30500.0,Diésel,Automático,3335.0,2020,Málaga
Hyundai,i20 1.0 TGDI Tecno 74 kW (100 CV),15990.0,Gasolina,Manual,1.0,2020,Barcelona
Hyundai,i20 1.0 TGDI 48V Tecno 74 kW (100 CV),19870.0,Híbrido,Manual,438.0,2020,Barcelona
Audi,Q2 2.0 TFSI sport edition quattro S-Tronic 140 kW (190 CV),32900.0,Gasolina,Automático,41129.0,2017,Málaga
Volkswagen,Golf Advance 1.6 TDI 85 kW (115 CV) DSG,17900.0,Diésel,Automático,87063.0,2017,Málaga
Volkswagen,Golf Business 1.6 TDI 85 kW (115 CV),19900.0,Diésel,Manual,25571.0,2019,Málaga
BMW,X1 sDrive18d Business 110 kW (150 CV),26500.0,Diésel,Automático,46957.0,2017,Madrid
Seat,Arona 1.0 TSI Style Ecomotive 85 kW (115 CV),14700.0,Gasolina,Manual,36735.0,2019,Madrid
Seat,Arona 1.0 TSI Style Ecomotive 85 kW (115 CV),14700.0,Gasolina,Manual,34920.0,2019,Madrid
Volkswagen,Golf Sport 2.0 TDI 110 kW (150 CV),19100.0,Diésel,Manual,69185.0,2018,Vizcaya
Seat,Arona 1.0 TSI Style Ecomotive 85 kW (115 CV),14700.0,Gasolina,Manual,42278.0,2019,Madrid
Volkswagen,Golf Life 1.5 TSI 96 kW (130 CV),25600.0,Gasolina,Manual,25.0,2020,Vizcaya
Seat,Arona 1.0 TSI Style Ecomotive 85 kW (115 CV),14700.0,Gasolina,Manual,36761.0,2019,Madrid
Audi,A3 A3 Sportback 35 TDI Black line S tronic 110kW,28500.0,Diésel,Automático,6516.0,2020,Málaga
BMW,218 Gran Tourer d 110 kW (150 CV),23500.0,Diésel,Automático,51029.0,2016,Madrid
Citroen,C4 Cactus PureTech 110 S&S Feel 81 kW (110 CV),16400.0,Gasolina,Manual,10.0,2020,La Rioja
Seat,Arona 1.0 TSI Style Ecomotive 85 kW (115 CV),16000.0,Gasolina,Manual,3925.0,2019,Barcelona
Audi,A3 A3 Sportback 35 TDI Black line S tronic 110kW,30500.0,Diésel,Automático,6183.0,2020,Málaga
Seat, 2.0 TDI S&S FR DSG-7 110 kW (150 CV),20900.0,Diésel,Automático,24620.0,2019,Barcelona
Audi,A3 A3 Sportback 30TDI Advanced,29400.0,Diésel,Manual,13584.0,2020,Málaga
Volkswagen,Golf GTE GTE 1.4 TSI e-Power 150 kW (204 CV) DSG,34900.0,Híbrido,Automático,9870.0,2020,Madrid
Audi,A3 A3 Sportback 30 TDI Design S tronic 85kW,26600.0,Diésel,Automático,11074.0,2019,Málaga
Audi,A3 A3 Sportback 30 TDI Design S tronic 85kW,26600.0,Diésel,Automático,11656.0,2019,Málaga
BMW, ti 195 kW (265 CV),48000.0,Gasolina,Automático,1500.0,2020,Huelva
Audi,A3 A3 Sportback 30 TDI Design S tronic 85kW,26500.0,Diésel,Automático,11897.0,2019,Málaga
Audi,A3 A3 Sportback 30 TDI Design S tronic 85kW,26500.0,Diésel,Automático,11565.0,2019,Málaga
Audi,A3 A3 Sportback 30 TDI Design S tronic 85kW,26500.0,Diésel,Automático,11459.0,2019,Málaga
Audi,A3 A3 Sportback 2.0TDI S Line ed. S-T 7 150,30100.0,Diésel,Automático,4177.0,2020,Málaga
Audi,A3 A3 Sportback 2.0TDI S Line ed. S-T 7 150,32500.0,Diésel,Automático,19165.0,2020,Málaga
Audi,A3 A3 Sportback 2.0TDI S Line ed. S-T 7 150,32500.0,Diésel,Automático,10309.0,2020,Málaga
Audi,A3 A3 Sportback 2.0TDI S Line ed. S-T 7 150,32500.0,Diésel,Automático,25332.0,2020,Málaga
Audi,A3 A3 Sportback 2.0TDI S Line ed. S-T 7 150,32500.0,Diésel,Automático,7803.0,2020,Málaga
Audi,A3 A3 SB 1.5 TFSI COD EVO Design ed. S-T 150,23800.0,Gasolina,Automático,30734.0,2019,Málaga
